242.0221,323.449,478.55655,513.5903,126.57735,213.56645,344.76825,377.74396,144.68135,125.43419,178.45914,164.67061,131.36815,189.77208,175.29378,207.98895,1
240.6228,323.96243,476.34134,509.32703,122.19674,212.4824,340.8644,371.65775,145.84972,125.44367,177.13715,164.61345,128.8956,182.87318,180.65498,210.01523,1
248.16647,329.60986,476.08313,510.1917,122.07822,210.21367,337.082,367.62698,158.30731,126.85953,184.63307,172.39093,129.77487,176.18712,184.96332,214.45274,1
249.67838,331.03494,465.77805,501.03888,117.59861,202.24039,325.23547,355.52808,160.98538,128.32263,184.18732,168.60362,133.44475,173.82082,180.6214,209.93625,1
249.90323,332.09637,462.66,497.23627,117.765915,204.08134,324.3995,353.69196,159.50507,127.895164,177.0854,159.52196,127.86594,172.14401,169.51367,197.97372,1
266.2987,349.55414,474.88934,506.18588,139.49026,227.4487,339.98416,367.47736,159.37946,129.98726,164.00981,146.29904,131.37819,176.01993,155.0381,186.95055,1
278.38394,358.52863,492.96036,525.063,137.12651,221.41628,343.9717,372.08316,151.58618,127.57768,160.28558,149.67897,131.63141,186.05202,160.76323,194.32509,1
273.22195,356.86908,494.22226,529.3726,141.24715,229.36397,351.02823,383.11636,142.93161,128.61336,156.93727,150.94684,128.82611,185.14297,164.40552,200.19049,1
253.25388,335.76733,491.21722,519.52423,131.65112,219.74445,355.80557,381.58218,135.003,127.90537,156.91115,158.77502,130.45259,183.56688,166.21364,204.90463,1
243.5583,318.269,487.16766,515.6356,133.77345,214.13947,357.71445,384.76318,124.12909,127.81776,166.84042,169.1734,132.24281,187.20401,169.99304,206.16418,1
224.54736,301.79077,479.65997,506.0196,119.49209,200.34152,348.70535,373.97168,126.27064,125.96149,170.13483,171.34743,133.20325,188.54024,170.74211,205.79326,1
225.21822,306.2333,479.66565,510.8298,121.49639,206.15619,350.50232,380.45667,129.8484,128.7711,174.97404,175.51071,134.86803,188.67413,182.673,215.50945,1
229.39542,312.88705,469.35794,503.88165,125.43295,213.78262,345.18307,377.6515,135.868,128.55693,178.2032,175.25018,131.68967,185.63902,184.49933,217.88538,1
135.819,96.61699,207.1189,200.52681,130.80624,173.19632,193.66385,227.8057,221.56711,293.33255,420.64102,454.28122,109.70302,186.1451,306.57446,333.88654,1
138.62155,99.273705,196.26605,186.61372,129.70082,167.84561,183.16483,215.11943,219.48463,292.52365,414.45126,445.60342,103.878914,182.1133,300.4174,324.2382,1
139.97453,99.96384,204.30609,190.2771,125.545,165.04861,191.91304,218.25732,221.91043,293.018,419.63272,450.37723,110.01953,186.18018,310.95792,334.70197,1
135.88945,98.28869,207.74776,196.06154,129.56458,175.92714,190.34119,221.22636,229.77682,304.26172,441.87027,473.5236,114.1703,194.17406,326.74768,352.14743,1
129.22005,98.11256,215.7201,212.15866,134.60681,187.21255,199.93657,236.84192,236.00128,319.2582,465.1873,498.86807,109.81357,199.83234,335.777,363.18396,1
118.10986,98.46828,208.2598,206.81369,132.41125,189.41602,198.13002,234.05405,238.7813,322.9827,464.43643,500.94943,121.464165,211.54451,338.22903,370.05807,1
118.51271,100.34399,200.96657,195.86385,133.19012,189.42479,198.08601,230.41782,237.96492,320.55087,453.32254,486.8196,123.47266,211.6101,329.46832,358.76273,1
124.290504,98.72426,197.40714,187.5472,136.7112,190.05122,191.26471,221.72578,226.3132,309.84723,426.86145,462.96402,115.63783,203.7758,313.91492,344.465,1
131.93887,99.95347,193.37411,184.8367,136.37735,185.65324,184.24911,217.59442,228.76437,306.47726,425.28833,459.5734,103.826256,186.10506,304.45474,331.22104,1
141.31844,100.82778,205.76328,194.31363,133.98761,177.38643,191.04167,220.63205,220.04477,294.10605,417.29227,451.63864,109.7299,188.12335,307.9778,335.88156,1
148.23885,101.867165,202.48827,190.14508,133.43451,168.18056,185.79294,211.42229,211.41852,279.97052,403.9338,437.41568,97.95083,170.5647,294.99118,320.68973,1
267.2088,343.32205,498.73306,527.586,101.16998,181.16515,348.80533,370.6473,261.60632,292.3206,62.645203,121.41867,137.62259,186.0454,148.959,181.4678,1
260.92654,329.37936,504.6991,532.06305,96.7438,171.74007,352.5219,373.21997,255.45776,290.01285,55.47805,116.043686,132.56955,180.59006,141.95172,174.11957,1
703.424,776.0865,897.03735,939.6394,91.29478,164.3949,352.78983,372.4463,255.10693,288.51135,63.26308,114.57785,133.19328,180.63893,154.54454,178.35695,1
755.07263,833.2951,947.99854,991.32,78.085014,154.38232,357.8307,373.8243,256.79865,292.88647,54.119576,114.40433,133.2665,182.37526,144.98807,175.94043,1
247.92369,317.65323,499.15607,530.01636,105.635345,180.4583,368.31436,392.90588,264.2293,299.7954,61.27892,125.45879,134.56732,187.82434,156.85599,191.14197,1
257.8548,328.8925,493.433,529.1397,100.73093,176.22913,354.366,381.6749,270.7783,304.18826,62.703857,125.56951,142.19373,191.71504,152.85538,188.68558,1
748.97375,833.2754,916.713,969.60284,84.35915,167.7407,348.93,374.9632,276.94565,307.3171,60.88702,123.44586,140.70964,187.00568,160.32928,191.08105,1
652.8179,729.3744,857.8492,899.7623,106.01058,185.35963,364.33563,387.27652,262.4516,300.66245,65.745125,125.74793,136.29857,189.06998,154.34253,185.92203,1
294.6793,367.253,536.4631,567.91003,123.631516,201.90935,375.20752,400.46313,272.23798,306.15775,60.79893,123.49196,139.35152,194.47493,153.88069,187.87334,1
312.98334,385.5533,567.86096,614.3203,101.88935,182.5684,368.65805,408.94028,289.90784,321.75903,78.99609,133.6102,154.17896,205.1631,187.43953,216.4912,1
305.02466,389.3461,587.06573,626.0864,95.76602,187.68863,395.387,425.94125,312.39474,347.85422,85.08862,153.6091,162.64795,217.59877,192.99362,226.34074,1
305.08646,390.20615,581.39886,617.8668,134.78664,226.1616,423.36816,453.32727,314.3233,353.8565,80.42563,153.03722,163.41032,223.70221,183.83795,223.55498,1
299.82965,381.96286,562.453,598.5464,115.74978,203.49529,396.5491,423.50964,307.78772,344.6118,72.57353,138.06223,164.07986,221.17961,172.18706,207.415,1
275.6321,354.83273,508.40262,544.9908,117.94047,201.90895,364.1194,393.869,286.50314,315.39853,64.959984,126.61581,148.69882,195.22203,157.25458,187.4527,1
237.12617,304.2405,446.027,476.0668,117.167725,191.5443,322.32254,349.43793,255.26654,285.2851,64.59753,121.55469,133.89722,180.61069,142.08452,174.61488,1
189.4553,260.37283,381.11298,414.3188,106.51335,182.78627,269.5084,302.30496,245.4902,268.92615,59.630913,116.01537,125.548676,169.13188,148.18059,179.0939,1
188.76677,261.50497,390.39752,422.82263,102.59019,178.5894,281.27884,311.86853,268.95712,294.47916,61.16663,115.81517,135.3633,180.17728,145.47012,176.26576,1
